tempo_execucao,navios,nao_detectados,detectados,inspecionados,distancia_percorrida,waypoints_visitados,politica,iteracao
1.8261175155639648,10,3,0,7,789.5612958740749,6,SA,80
1.9208636283874512,10,5,0,5,811.801333857373,6,SA,81
1.9507849216461182,10,3,0,7,812.8571191649185,6,SA,82
1.7912113666534424,10,2,0,8,758.1840656504186,6,SA,83
1.8450942039489746,10,1,0,9,872.6749389719455,6,SA,84
1.830080509185791,10,4,0,6,786.3619951050464,6,SA,85
1.9089233875274658,10,5,0,5,864.9972587092974,6,SA,86
2.0983622074127197,10,2,0,8,833.1148513473474,6,SA,87
1.9857189655303955,10,4,0,6,805.6723422144438,6,SA,88
2.155209541320801,10,2,0,8,857.6413513634523,6,SA,89
2.3786404132843018,10,2,0,8,859.1966173419876,6,SA,90
2.316805601119995,10,3,0,7,869.2184030327421,6,SA,91
1.8420743942260742,10,3,0,7,824.3836163342719,6,SA,92
1.9388158321380615,10,2,0,8,802.2574914447516,6,SA,93
2.207099437713623,10,4,0,6,846.0803128428337,6,SA,94
1.9378197193145752,10,3,0,7,828.2791176876038,6,SA,95
1.949786901473999,10,4,0,6,783.6251977572283,6,SA,96
1.9348280429840088,10,4,0,6,769.962241759755,6,SA,97
2.4773764610290527,10,2,0,8,963.7951080546562,6,SA,98
2.0604913234710693,10,4,0,6,828.608904682226,6,SA,99
1.9717302322387695,10,3,0,7,865.3272947968393,6,SA,100
3.181492567062378,25,1,0,24,1291.6984523266226,6,SA,1
3.793856382369995,25,3,0,22,1257.522303422309,6,SA,2
2.944129228591919,25,7,0,18,1057.3410135749123,6,SA,3
2.782560110092163,25,5,0,20,1054.333768092033,6,SA,4
2.8673338890075684,25,5,0,20,1159.8035698577837,6,SA,5
2.6987850666046143,25,7,0,18,1014.6328226659567,6,SA,6
3.496649980545044,25,3,0,22,1249.093813751258,6,SA,7
3.14658784866333,25,2,0,23,1190.8518548425454,6,SA,8
2.940138578414917,25,6,0,19,1147.2966118897418,6,SA,9
3.0249128341674805,25,4,0,21,971.5001950357587,6,SA,10
3.4787003993988037,25,1,0,24,1188.9223744873918,6,SA,11
2.962080240249634,25,7,0,18,1039.8319368976047,6,SA,12
3.113675355911255,25,6,0,19,1135.6668614349583,6,SA,13
4.428160905838013,25,4,0,21,1501.5442277916886,6,SA,14
4.70442271232605,25,1,0,24,1415.5224823094795,6,SA,15
2.6020779609680176,25,8,0,17,1059.3259719468392,6,SA,16
3.486677646636963,25,1,0,24,1246.2117225699483,6,SA,17
3.00297212600708,25,2,0,23,1149.1348895392855,6,SA,18
3.3091516494750977,25,2,0,23,1322.2208011192326,6,SA,19
2.7396748065948486,25,8,0,17,1073.0155456648613,6,SA,20
3.4806947708129883,25,1,0,24,1288.0788432697443,6,SA,21
2.549184799194336,25,8,0,17,1109.2414388657912,6,SA,22
3.395921230316162,25,9,0,16,1010.5482134175929,6,SA,23
2.938143491744995,25,4,0,21,967.4333034455749,6,SA,24
2.89725399017334,25,5,0,20,1039.3394194159612,6,SA,25
3.287212371826172,25,4,0,21,1131.4261340479115,6,SA,26
3.266268491744995,25,0,0,25,1105.5095473749448,6,SA,27
2.7406721115112305,25,4,0,21,1038.8225094193274,6,SA,28
3.019925832748413,25,4,0,21,1025.3729391368213,6,SA,29
2.8184640407562256,25,6,0,19,916.9106043887581,6,SA,30
2.7865493297576904,25,7,0,18,1059.1940317938681,6,SA,31
4.455089092254639,25,3,0,22,1433.4081357771877,6,SA,32
3.160550355911255,25,1,0,24,1251.2500364927832,6,SA,33
3.4398038387298584,25,0,0,25,1257.6523337793258,6,SA,34
2.8254451751708984,25,8,0,17,1001.7231597814408,6,SA,35
2.9181981086730957,25,3,0,22,1090.3373603161615,6,SA,36
3.162546157836914,25,4,0,21,996.7821614218766,6,SA,37
3.5365443229675293,25,2,0,23,1173.7200230446642,6,SA,38
3.542548894882202,25,6,0,19,1243.7621039909907,6,SA,39
3.399890184402466,25,2,0,23,1186.6532212444326,6,SA,40
3.322117567062378,25,1,0,24,1184.6160968923482,6,SA,41
5.293848037719727,25,1,0,24,1358.894747372194,6,SA,42
3.93650221824646,25,1,0,24,1320.4290011920216,6,SA,43
2.2330222129821777,25,12,0,13,940.1723102524119,6,SA,44
2.988013982772827,25,5,0,20,1195.6339077514654,6,SA,45
3.4547641277313232,25,3,0,22,1174.3859395933646,6,SA,46
3.738006353378296,25,1,0,24,1249.708652708621,6,SA,47
3.006960868835449,25,6,0,19,1102.8858435566221,6,SA,48
3.6622092723846436,25,3,0,22,1342.3507730105148,6,SA,49
4.849035024642944,25,4,0,21,1214.1576493077857,6,SA,50
3.783883571624756,25,5,0,20,1076.818979072274,6,SA,51
3.221388101577759,25,2,0,23,1215.0081283114343,6,SA,52
3.4816901683807373,25,10,0,15,1098.7699459279959,6,SA,53
4.319483995437622,25,2,0,23,1214.817636402592,6,SA,54
3.015937328338623,25,10,0,15,1021.7277143487836,6,SA,55
3.622314929962158,25,5,0,20,1216.4640941049752,6,SA,56
3.269261121749878,25,1,0,24,1136.3330699082394,6,SA,57
3.135618209838867,25,2,0,23,1144.1567705632308,6,SA,58
2.131321668624878,25,12,0,13,864.440896751935,6,SA,59
3.3330881595611572,25,2,0,23,1147.88391909664,6,SA,60
3.8317573070526123,25,2,0,23,1113.6792286476266,6,SA,61
3.04986572265625,25,3,0,22,1004.5813116739173,6,SA,62
4.475016832351685,25,2,0,23,1349.9337887978977,6,SA,63
2.9920003414154053,25,7,0,18,910.3187522752035,6,SA,64
3.180497407913208,25,7,0,18,1151.1702337597158,6,SA,65
4.509942293167114,25,3,0,22,1255.2013964880045,6,SA,66
2.8304316997528076,25,3,0,22,991.1472917661825,6,SA,67
3.728034257888794,25,2,0,23,1288.5821100901117,6,SA,68
2.9710562229156494,25,8,0,17,942.4802732061111,6,SA,69
3.7759056091308594,25,7,0,18,1119.144379910099,6,SA,70
3.169551372528076,25,1,0,24,1054.4478550892015,6,SA,71
3.3171308040618896,25,4,0,21,1066.3482599618462,6,SA,72
2.7705929279327393,25,7,0,18,1009.3397868355163,6,SA,73
2.891268253326416,25,6,0,19,988.6910885150238,6,SA,74
2.9072277545928955,25,3,0,22,1012.6813667777177,6,SA,75
3.610346555709839,25,2,0,23,1136.1757849939718,6,SA,76
3.3111791610717773,25,2,0,23,1129.4620385780552,6,SA,77
2.606036901473999,25,7,0,18,1046.9372118156543,6,SA,78
3.5624730587005615,25,2,0,23,1281.8394031073879,6,SA,79
3.28025221824646,25,7,0,18,1028.2012457607298,6,SA,80
3.3630104064941406,25,0,0,25,1297.631616385691,6,SA,81
3.9853463172912598,25,0,0,25,1295.2539954239992,6,SA,82
3.0328915119171143,25,4,0,21,985.4640870052156,6,SA,83
3.6812691688537598,25,2,0,23,1362.9728860209075,6,SA,84
2.908226490020752,25,5,0,20,897.0800699710088,6,SA,85
3.1545655727386475,25,5,0,20,1172.3264315749946,6,SA,86
2.562150478363037,25,8,0,17,941.27832104331,6,SA,87
3.204432249069214,25,5,0,20,1216.2757626849088,6,SA,88
4.009308099746704,25,1,0,24,1313.423928523005,6,SA,89
3.671157121658325,25,4,0,21,1115.7307381815144,6,SA,90
2.9580912590026855,25,8,0,17,1063.7828884159665,6,SA,91
2.9830241203308105,25,2,0,23,1157.828871277359,6,SA,92
3.1017072200775146,25,2,0,23,1266.0975490010123,6,SA,93
2.865339756011963,25,6,0,19,948.8554756031583,6,SA,94
3.2981812953948975,25,1,0,24,1214.9326024721267,6,SA,95
3.20446515083313,25,4,0,21,1184.8244362970997,6,SA,96
3.394923210144043,25,2,0,23,1235.6011051090552,6,SA,97
2.9052326679229736,25,8,0,17,1071.477990186973,6,SA,98
3.707089900970459,25,2,0,23,1194.803004571268,6,SA,99
3.182509422302246,25,4,0,21,1112.5152305074284,6,SA,100
5.49331521987915,50,2,0,48,1545.7943032878602,6,SA,1
9.745944261550903,50,0,0,50,1943.9056386437373,6,SA,2
7.0411741733551025,50,2,0,48,1653.3854122109137,6,SA,3
5.228021860122681,50,2,0,48,1401.444891534372,6,SA,4
6.171500205993652,50,1,0,49,1804.0795433119038,6,SA,5
9.10665488243103,50,0,0,50,1774.5899592010123,6,SA,6
7.043168544769287,50,2,0,48,1771.6732573861286,6,SA,7
7.005270481109619,50,0,0,50,1703.0285424953126,6,SA,8
6.150555610656738,50,1,0,49,1803.376182894005,6,SA,9
6.995298862457275,50,5,0,45,1620.3229557245236,6,SA,10
4.278563022613525,50,11,0,39,1293.385534163073,6,SA,11
6.958394289016724,50,2,0,48,1749.7025105211615,6,SA,12
8.304796695709229,50,0,0,50,2212.115792341206,6,SA,13
8.904194116592407,50,1,0,49,1984.0390874119375,6,SA,14
5.993004083633423,50,4,0,46,1458.6826402360305,6,SA,15
6.7409772872924805,50,1,0,49,1800.0479386719815,6,SA,16
6.098694562911987,50,5,0,45,1658.1500798373097,6,SA,17
7.23066782951355,50,1,0,49,1709.2472992445985,6,SA,18
7.200748920440674,50,1,0,49,1897.8751510943573,6,SA,19
8.054466009140015,50,1,0,49,1832.4586493600123,6,SA,20
5.471373558044434,50,2,0,48,1760.7730262243049,6,SA,21
7.789174318313599,50,0,0,50,2135.559799172881,6,SA,22
7.373287677764893,50,7,0,43,1579.293115810115,6,SA,23
5.147238254547119,50,2,0,48,1600.1527407603514,6,SA,24
6.2792112827301025,50,0,0,50,1860.5519378730291,6,SA,25
6.603345155715942,50,2,0,48,1773.8779487604302,6,SA,26
6.71903657913208,50,5,0,45,1655.7063638233687,6,SA,27
7.364311933517456,50,0,0,50,1859.0487872980555,6,SA,28
10.147868633270264,50,1,0,49,1954.5827655573341,6,SA,29
8.92613673210144,50,0,0,50,1973.6958843166844,6,SA,30
7.88691520690918,50,1,0,49,1623.7093643143908,6,SA,31
11.16117811203003,50,0,0,50,2154.5320730169183,6,SA,32
6.657202243804932,50,2,0,48,1766.2459995219854,6,SA,33
5.611995458602905,50,3,0,47,1494.0177384278516,6,SA,34
6.720032691955566,50,0,0,50,1758.8230422733134,6,SA,35
6.680140733718872,50,2,0,48,1778.4167147984292,6,SA,36
5.62695574760437,50,10,0,40,1581.6211582633878,6,SA,37
6.897557973861694,50,0,0,50,1856.175219036258,6,SA,38
8.834380626678467,50,0,0,50,2021.9546920127402,6,SA,39
6.134598016738892,50,0,0,50,1853.445099982265,6,SA,40
7.5218915939331055,50,1,0,49,1888.0322147030151,6,SA,41
8.503264904022217,50,3,0,47,1941.6263049296529,6,SA,42
9.043821334838867,50,2,0,48,1839.5103872821574,6,SA,43
5.889253854751587,50,0,0,50,1736.3619209314297,6,SA,44
5.298833131790161,50,0,0,50,1794.5937842976923,6,SA,45
4.794182538986206,50,6,0,44,1573.2377378412623,6,SA,46
6.100690126419067,50,3,0,47,1775.6797678508565,6,SA,47
6.791842222213745,50,2,0,48,1781.7003054739425,6,SA,48
6.303147315979004,50,0,0,50,1835.3592363073865,6,SA,49
5.162198305130005,50,5,0,45,1591.2547642277525,6,SA,50
5.674828052520752,50,0,0,50,1682.3274948184364,6,SA,51
7.678471088409424,50,0,0,50,2071.347257528494,6,SA,52
7.832060813903809,50,1,0,49,1895.6906986711929,6,SA,53
6.405873775482178,50,2,0,48,1909.1197141247105,6,SA,54
7.620624780654907,50,0,0,50,1865.027461993637,6,SA,55
5.27190375328064,50,0,0,50,1667.457333652827,6,SA,56
5.192118406295776,50,6,0,44,1480.1628858517008,6,SA,57
7.876940727233887,50,9,0,41,1676.9647356885596,6,SA,58
9.17846155166626,50,0,0,50,2055.6249585818637,6,SA,59
8.466365337371826,50,1,0,49,1875.3695326183336,6,SA,60
5.491317510604858,50,3,0,47,1709.8329531091808,6,SA,61
5.236001014709473,50,6,0,44,1614.2133912269846,6,SA,62
5.447434902191162,50,5,0,45,1717.0005761555242,6,SA,63
5.312795639038086,50,0,0,50,1543.4369481735796,6,SA,64
7.725346326828003,50,0,0,50,1972.2129949871808,6,SA,65
6.9972922801971436,50,1,0,49,1851.94004105757,6,SA,66
7.637580394744873,50,2,0,48,1812.8390134869294,6,SA,67
6.979339361190796,50,1,0,49,1834.6096672223543,6,SA,68
5.0086095333099365,50,2,0,48,1783.5340148404166,6,SA,69
7.955729722976685,50,1,0,49,1848.832278583638,6,SA,70
6.901548624038696,50,0,0,50,1993.9902114577224,6,SA,71
5.723696231842041,50,3,0,47,1702.123167836754,6,SA,72
7.138913869857788,50,2,0,48,1810.931303962359,6,SA,73
7.525877952575684,50,3,0,47,2046.154005269361,6,SA,74
6.088721513748169,50,3,0,47,1836.9707641633922,6,SA,75
4.643584728240967,50,5,0,45,1759.0991415351566,6,SA,76
6.138588190078735,50,1,0,49,1808.8458468008141,6,SA,77
7.500946283340454,50,0,0,50,1872.3090423593924,6,SA,78
7.147916555404663,50,2,0,48,1828.9163189249377,6,SA,79
5.744640111923218,50,5,0,45,1740.5377787958355,6,SA,80
9.307116746902466,50,1,0,49,2224.662488568652,6,SA,81
5.389590501785278,50,4,0,46,1785.6220784324098,6,SA,82
5.788524389266968,50,3,0,47,1624.9136691275319,6,SA,83
4.731350660324097,50,9,0,41,1405.9637286075013,6,SA,84
6.566445589065552,50,0,0,50,1773.8971827570904,6,SA,85
7.906860589981079,50,0,0,50,2071.3523799733557,6,SA,86
6.226352691650391,50,2,0,48,1829.9264205234506,6,SA,87
6.245303153991699,50,0,0,50,1674.4939680413815,6,SA,88
6.381938219070435,50,0,0,50,1928.498402313118,6,SA,89
4.931816101074219,50,11,0,39,1481.7380592297757,6,SA,90
7.912843942642212,50,4,0,46,1950.2840955639865,6,SA,91
8.910205364227295,50,0,0,50,2065.7868106253773,6,SA,92
7.067077875137329,50,0,0,50,1978.1195757021615,6,SA,93
6.539516448974609,50,3,0,47,1945.805046392749,6,SA,94
4.085077285766602,50,1,0,49,1615.9199816868531,6,SA,95
7.805132627487183,50,0,0,50,1992.128017012516,6,SA,96
5.017584323883057,50,1,0,49,1625.8966760027613,6,SA,97
5.659867763519287,50,0,0,50,1872.5891171903695,6,SA,98
6.019905090332031,50,3,0,47,1662.2614543940429,6,SA,99
7.690440654754639,50,3,0,47,1898.7498151897,6,SA,100
8.137243509292603,75,16,0,59,1803.8170874584953,6,SA,1
11.16217589378357,75,0,3,72,2378.295366614042,5,SA,2
10.885894775390625,75,2,0,73,2310.3677120669417,6,SA,3
12.550445318222046,75,0,0,75,2070.6576639675523,6,SA,4
11.329708576202393,75,1,0,74,2216.7600018896346,6,SA,5
8.915184020996094,75,3,0,72,2080.385516766805,6,SA,6
13.297428607940674,75,0,0,75,2307.3805789091025,6,SA,7
10.339364051818848,75,4,0,71,2235.8285459520425,6,SA,8
13.760231494903564,75,1,0,74,2336.1896629893217,6,SA,9
8.361647367477417,75,1,0,74,2126.2087776800654,6,SA,10
14.313729763031006,75,7,1,67,2377.6093278906505,4,SA,11
14.262868642807007,75,1,0,74,2315.38431465997,6,SA,12
13.811074495315552,75,0,6,69,2379.6661624155813,6,SA,13
9.590359687805176,75,1,0,74,2176.081105558577,6,SA,14
15.042781114578247,75,0,3,72,2376.1120282750026,6,SA,15
13.915794610977173,75,0,1,74,2398.5617306381396,5,SA,16
10.506909132003784,75,0,0,75,2256.460651377878,6,SA,17
18.237241506576538,75,0,5,70,2389.890997668722,6,SA,18
12.72300410270691,75,1,1,73,2379.689889648396,6,SA,19
16.50687050819397,75,5,3,67,2378.854372379209,4,SA,20
10.9347665309906,75,0,0,75,2245.2010687574157,6,SA,21
10.837026596069336,75,7,0,68,2047.101179404805,6,SA,22
11.381590366363525,75,0,0,75,2392.938158030785,6,SA,23
14.78247857093811,75,1,4,70,2395.558893899496,6,SA,24
12.42278528213501,75,5,0,70,2175.356630360456,6,SA,25
15.508537769317627,75,0,0,75,2384.419649030675,6,SA,26
10.781176805496216,75,0,0,75,2248.4585284010413,6,SA,27
11.147215604782104,75,0,0,75,2301.7465629329863,6,SA,28
12.180414915084839,75,0,0,75,2316.7739903682605,6,SA,29
9.779852628707886,75,0,0,75,2089.331951181443,6,SA,30
16.499887228012085,75,0,4,71,2385.2819963389866,6,SA,31
14.53813099861145,75,5,5,65,2391.564757369684,5,SA,32
14.37257432937622,75,5,4,66,2378.7372244353705,5,SA,33
10.151877403259277,75,0,0,75,2216.1137517618913,6,SA,34
9.71303415298462,75,2,0,73,2049.5269560304073,6,SA,35
15.473630428314209,75,0,0,75,2324.710628016076,6,SA,36
13.157820463180542,75,0,0,75,2238.153951762002,6,SA,37
14.92312240600586,75,0,0,75,2356.4486981964687,6,SA,38
16.831971645355225,75,3,5,67,2385.24988598648,4,SA,39
15.116584777832031,75,2,0,73,2316.685344198248,6,SA,40
14.826380968093872,75,0,5,70,2389.2051698154446,5,SA,41
11.116282224655151,75,0,0,75,2308.085649866854,6,SA,42
12.668131113052368,75,0,3,72,2386.725721859082,6,SA,43
8.30180811882019,75,1,0,74,2047.106000503598,6,SA,44
12.379902362823486,75,1,0,74,2344.609986524092,6,SA,45
14.426455974578857,75,1,0,74,2394.558592518971,5,SA,46
12.189408779144287,75,0,0,75,2364.473299328752,6,SA,47
11.474324703216553,75,2,0,73,2256.208599907053,6,SA,48
12.590338706970215,75,0,2,73,2395.7665449233405,6,SA,49
9.888561964035034,75,0,0,75,2269.1075005759285,6,SA,50
10.802117109298706,75,0,2,73,2393.413030297186,6,SA,51
14.543118476867676,75,2,8,65,2390.370426903223,5,SA,52
11.193105459213257,75,1,0,74,2318.0781756227047,6,SA,53
11.32871127128601,75,0,0,75,2289.3408609422254,6,SA,54
14.023507356643677,75,0,0,75,2361.6842746415064,6,SA,55
12.165476083755493,75,4,0,71,2351.1539199643125,6,SA,56
12.524514198303223,75,0,0,75,2369.8843526157843,6,SA,57
9.539494514465332,75,0,0,75,2345.5574655075657,6,SA,58
11.31873893737793,75,1,1,73,2376.947873752897,5,SA,59
9.501669883728027,75,0,1,74,2399.8170841492647,6,SA,60
7.634587049484253,75,7,0,68,1828.0626192077298,6,SA,61
12.555430173873901,75,0,3,72,2396.383944253976,6,SA,62
18.638169527053833,75,1,2,72,2399.908907502484,5,SA,63
13.337341547012329,75,0,0,75,2200.777978966714,6,SA,64
15.383869886398315,75,1,6,68,2390.952043748921,6,SA,65
15.38886022567749,75,0,0,75,2236.679086701579,6,SA,66
14.451364517211914,75,0,3,72,2392.363316656829,5,SA,67
8.018561601638794,75,1,0,74,1930.5308643540998,6,SA,68
14.970972776412964,75,2,9,64,2394.9613558343503,4,SA,69
12.716999769210815,75,2,0,73,2331.666999791431,6,SA,70
11.437421321868896,75,0,0,75,2338.5005163355677,6,SA,71
10.948727130889893,75,0,0,75,2313.0672410346683,6,SA,72
12.325050830841064,75,0,4,71,2392.306899646847,6,SA,73
11.39854884147644,75,0,0,75,2317.656568943233,6,SA,74
11.051452159881592,75,1,0,74,2346.1404778172628,6,SA,75
11.57804560661316,75,3,0,72,2235.9014168509552,6,SA,76
11.776514768600464,75,0,0,75,2187.6042536844348,6,SA,77
10.427121877670288,75,3,0,72,2110.4232952961834,6,SA,78
17.279799938201904,75,0,0,75,2382.274623022181,6,SA,79
13.186744689941406,75,4,0,71,2198.7408377400034,6,SA,80
13.434084177017212,75,0,0,75,2327.3263851797055,6,SA,81
9.417818784713745,75,2,0,73,2014.1865184398284,6,SA,82
11.08738374710083,75,0,0,75,2128.2856028442943,6,SA,83
10.80706787109375,75,0,0,75,2383.487635080551,6,SA,84
11.367606401443481,75,0,5,70,2383.3118299687035,6,SA,85
15.383869647979736,75,0,3,72,2386.5594392209746,6,SA,86
13.398178577423096,75,0,12,63,2375.7549516350236,6,SA,87
9.604322910308838,75,2,0,73,2171.8001035997413,6,SA,88
10.555778741836548,75,0,0,75,2159.3552877285624,6,SA,89
10.043148756027222,75,11,0,64,1981.8856211873579,6,SA,90
12.885549783706665,75,2,0,73,2262.4300455856255,6,SA,91
13.369255304336548,75,2,0,73,2376.5580831607085,6,SA,92
12.660152673721313,75,2,8,65,2397.8116154760164,5,SA,93
14.328690528869629,75,1,0,74,2291.4892534887176,6,SA,94
11.571062326431274,75,0,0,75,2190.3493453719993,6,SA,95
16.61857008934021,75,0,3,72,2377.7655475038587,6,SA,96
10.957709789276123,75,0,0,75,2291.1682907124678,6,SA,97
10.784187316894531,75,0,0,75,2179.32726901817,6,SA,98
10.883928060531616,75,1,0,74,2380.6142821536155,6,SA,99
9.755944013595581,75,1,0,74,2140.0442631212754,6,SA,100
18.723937273025513,100,1,11,88,2382.4279765231113,4,SA,1
17.209988117218018,100,13,10,77,2385.672338599488,5,SA,2
20.844270944595337,100,0,17,83,2385.57461459293,6,SA,3
18.140498876571655,100,6,11,83,2382.720809470569,4,SA,4
21.055708169937134,100,0,20,80,2394.0601900533343,5,SA,5
19.936697244644165,100,4,8,88,2396.195150998514,5,SA,6
20.368544101715088,100,0,16,84,2388.4673471130945,5,SA,7
13.71532940864563,100,0,4,96,2396.0564046003747,5,SA,8
15.6561439037323,100,0,5,95,2385.6079491509786,5,SA,9
17.925102949142456,100,4,11,85,2378.7372097859343,4,SA,10
22.36420726776123,100,11,20,69,2384.801103194319,4,SA,11
16.684420108795166,100,0,9,91,2394.5278693842656,6,SA,12
16.33230710029602,100,1,10,89,2391.3047148918126,6,SA,13
19.259535789489746,100,2,17,81,2386.326450972127,6,SA,14
17.367566347122192,100,17,7,76,2396.721370903736,4,SA,15
20.640816926956177,100,2,10,88,2392.0687843189176,5,SA,16
15.303085327148438,100,0,9,91,2387.9659724536327,6,SA,17
19.14780616760254,100,0,18,82,2387.1544986150902,4,SA,18
16.485924243927002,100,9,14,77,2396.924727824363,4,SA,19
18.815694570541382,100,10,15,75,2382.5064754814957,5,SA,20
19.26449489593506,100,2,13,85,2398.5425042102215,6,SA,21
17.999876499176025,100,3,21,76,2382.808197697082,5,SA,22
13.200708389282227,100,0,0,100,2373.0812307260203,6,SA,23
19.909770011901855,100,1,30,69,2395.411698731424,5,SA,24
14.821374416351318,100,10,13,77,2380.749842319646,5,SA,25
19.609572172164917,100,3,10,87,2395.480987157364,6,SA,26
15.43276572227478,100,3,12,85,2394.601900080815,5,SA,27
15.45964002609253,100,3,10,87,2385.828604228078,5,SA,28
12.990267992019653,100,5,5,90,2399.4007921916204,6,SA,29
15.164457321166992,100,2,6,92,2387.9989825465186,6,SA,30
14.965016841888428,100,0,14,86,2394.5670792604196,6,SA,31
16.429075002670288,100,8,4,88,2389.6747482715355,4,SA,32
19.89879846572876,100,0,13,87,2399.847878300391,6,SA,33
16.866904973983765,100,8,12,80,2392.297177176621,5,SA,34
14.712664604187012,100,0,9,91,2398.1841291718424,6,SA,35
19.016159057617188,100,0,23,77,2384.391550785495,6,SA,36
17.580997467041016,100,1,12,87,2395.39907038177,6,SA,37
